name,platform,size_kb,lines,blocks,n_inputs,indicators,open_blocks,pending,close_blocks,raw_trade_calls,has_sl,has_tp,lot_escalation,flags,n_copies,path,concept
(Boss)Trend ema+adx V6.43 mt4 dynamic atr TP MM,mq4,381,14413,139,34,iADX;iATR;iMA,22,0,8,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) trend ema +adx\old\(Boss)Trend ema+adx V6.43 mt4 dynamic atr TP MM.mq4,session_time
(Boss)Trend ema+adx V6.45 mt4 dynamic atr TP MM,mq4,381,14413,139,34,iADX;iATR;iMA,22,0,8,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) trend ema +adx\old\(Boss)Trend ema+adx V6.45 mt4 dynamic atr TP MM.mq4,session_time
(Boss)Trend ema+adx V6.46 mt4 dynamic atr TP MM,mq4,381,14413,139,34,iADX;iATR;iMA,22,0,8,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) trend ema +adx\old\(Boss)Trend ema+adx V6.46 mt4 dynamic atr TP MM.mq4,session_time
(Boss)Trend ema+adx V6.47 mt4 dynamic atr TP MM,mq4,380,14381,139,34,iADX;iATR;iMA,22,0,8,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) trend ema +adx\old\(Boss)Trend ema+adx V6.47 mt4 dynamic atr TP MM.mq4,session_time
(Boss)Trend ema+adx V6.48 mt4 dynamic atr TP MM,mq4,381,14413,139,34,iADX;iATR;iMA,22,0,8,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) trend ema +adx\(Boss)Trend ema+adx V6.48 mt4 dynamic atr TP MM.mq4,session_time
(Boss)Trend ema+adx V6.4 mt4 dynamic atr TP MM,mq4,379,14318,138,34,iADX;iATR;iMA,22,0,8,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Price Action -Martingale +TMA\old\(Boss)Trend ema+adx V6.4 mt4 dynamic atr TP MM.mq4,session_time
(Boss) Supermax,mq5,234,9175,22,2,iAC,1,0,1,4,no,yes,no,NO_SL,3,D:\EA_LAB\_intake_drop\(Boss) supermax\(Boss) Supermax .mq5,indicator_generic
(BOUY) Basic Scalping and Trailing by Fractal Maximum lot R 02,mq4,270,10594,64,10,iFractals;iSAR;iStdDev,12,12,0,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\2. More test and adapt\(BOUY) Basic Scalping and Trailing by Fractal Maximum lot R 02.mq4,scalping
(D.TEAK) Gold Logarithm 2 ways Angle  v1.03,mq5,420,16506,123,13,iRSI,10,0,3,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\(D.TEAK) Gold Logarithm 2 ways Angle  v1.03.mq5,session_time+grid_basket
(fluke) workshop 2 + Closeall2,mq4,318,12686,75,7,,6,0,1,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\2. More test and adapt\(fluke) workshop 2 + Closeall2.mq4,unclassified
(ford)workshop3,mq5,236,9115,22,8,iRSI,4,0,1,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+03\(ford)workshop3.mq5,reversion
(Goh) AI Gen,mq4,122,4775,19,9,iADX;iMA,0,0,0,0,no,no,no,,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+03\(Goh) AI Gen.mq4,trend_follow
(Goh) AI gen Workshop1,mq4,236,9130,39,12,iADX;iATR;iMA,2,0,0,1,yes,yes,yes,LOT_ESCALATION;NO_CAP,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+03\(Goh) AI gen Workshop1.mq4,trend_follow
(Goh) AI gen Workshop1,mq5,312,12278,60,15,iADX;iATR;iMA,3,0,0,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+03\(Goh) AI gen Workshop1.mq5,trend_follow
(Goh) AI gen Workshop2,mq5,210,8176,9,4,iBands;iMA;iMACD,2,0,0,4,unknown,no,no,SL_UNKNOWN,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+03\(Goh) AI gen Workshop2.mq5,reversion
(Goh) AI gen Workshop3,mq5,196,7538,5,9,iRSI,2,0,0,4,unknown,no,no,SL_UNKNOWN,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+03\(Goh) AI gen Workshop3.mq5,reversion
(GPM) Almost 1 Direction v1.9.3,mq5,367,14526,76,15,iRSI;iSAR,4,0,2,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Experts\(GPM) Almost 1 Direction v1.9.3.mq5,session_time
(ICE) CCI Currencies Strength Trend,mq5,1301,53080,1203,74,iATR;iCCI;iMA;iRSI;iStochastic,6,0,5,4,yes,no,no,,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\(ICE) CCI Currencies Strength Trend.mq5,session_time
(Jobot) 50-100 Pullback,mq5,255,9731,30,9,iAC;iMA;iSAR,4,0,0,4,unknown,yes,no,SL_UNKNOWN,4,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\EA_For_AIGen_Video\mt5\(Jobot) 50-100 Pullback.mq5,reversion
(Jobot) Accumulative GRID Intelligence,mq4,314,12295,90,0,,2,0,0,1,no,no,no,NO_SL,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week5\(Jobot) Accumulative GRID Intelligence.mq4,grid_basket
(Jobot) Across Terminal (Calculate),mq5,465,18620,129,0,iMA,2,0,0,7,no,no,no,NO_SL,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week10\(Jobot) Across Terminal (Calculate).mq5,trend_follow
(Jobot) Across Terminal (trade) code,mq4,247,9313,58,0,,2,0,2,1,no,no,no,NO_SL,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week10\(Jobot) Across Terminal (trade) code.mq4,unclassified
(Jobot) Advance Dashboard Manual-Semi-Auto,mq5,1395,54593,1031,0,iAC;iATR;iCCI;iRSI,22,14,41,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week10\(Jobot) Advance Dashboard Manual-Semi-Auto.mq5,grid_basket+dashboard_tool
(Jobot) Advance Indicators Line Notification,mq4,457,17485,336,0,iMACD;iRSI;iStochastic,0,0,0,0,no,no,no,WEBREQUEST,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week10\(Jobot) Advance Indicators Line Notification.mq4,dashboard_tool
(Jobot) Advance Telegram Signal,mq4,398,15115,168,0,iATR;iBands;iMA;iRSI,8,0,4,1,yes,yes,yes,LOT_ESCALATION;NO_CAP;WEBREQUEST,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week10\(Jobot) Advance Telegram Signal .mq4,dashboard_tool
(Jobot) AIGEN EA News,mq5,433,16501,125,251,iSAR,8,6,1,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,4,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\EA_For_AIGen_Video\mt5\(Jobot) AIGEN EA News.mq5,news+grid_basket
(Jobot) Arbitage 3 Pairs,mq5,217,7800,14,0,,6,0,2,4,no,no,no,NO_SL,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week6\(Jobot) Arbitage 3 Pairs.mq5,unclassified
(Jobot) Arbitage 3 Pairs,mq5,216,8116,14,7,,6,0,2,4,no,no,no,NO_SL,3,D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\jobot EA\(Jobot) Arbitage 3 Pairs.mq5,unclassified
(Jobot) Arbitage 3 Pairs Partial Imbalance,mq5,217,7800,14,0,,6,0,2,4,no,no,no,NO_SL,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week6\(Jobot) Arbitage 3 Pairs Partial Imbalance.mq5,smc
(Jobot) Arbitage 3 Pairs SumLot,mq5,235,8603,20,0,,6,0,2,4,no,no,no,NO_SL,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week6\(Jobot) Arbitage 3 Pairs SumLot.mq5,unclassified
(Jobot) Arbitage 4 Pairs,mq5,220,7902,16,0,,8,0,2,4,no,no,no,NO_SL,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week6\(Jobot) Arbitage 4 Pairs.mq5,unclassified
(Jobot) Arbitage 5 Pairs,mq5,225,8007,18,0,,10,0,2,4,no,no,no,NO_SL,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week6\(Jobot) Arbitage 5 Pairs.mq5,unclassified
(Jobot) Arbitage 6 Pairs,mq5,229,8112,20,0,,12,0,2,4,no,no,no,NO_SL,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week6\(Jobot) Arbitage 6 Pairs.mq5,unclassified
(Jobot) Arbitrage Game,mq5,356,13253,89,0,,12,0,2,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week6\(Jobot) Arbitrage Game.mq5,correlation_pair+dashboard_tool
(Jobot) Arbitrage Super Profit,mq5,249,9174,52,0,,6,0,2,4,no,no,no,NO_SL,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week6\(Jobot) Arbitrage Super Profit.mq5,correlation_pair
(Jobot) Arbitrage Super Profit,mq5,248,9531,52,7,,6,0,2,4,no,no,no,NO_SL,3,D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\jobot EA\(Jobot) Arbitrage Super Profit.mq5,correlation_pair
(Jobot) Arbitrage TP SL v1,mq5,219,8015,14,0,,6,0,0,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week6\(Jobot) Arbitrage TP SL v1.mq5,correlation_pair
(Jobot) Arbitrage TP SL v2,mq5,229,8500,19,0,,6,0,0,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week6\(Jobot) Arbitrage TP SL v2.mq5,correlation_pair
(Jobot) Basic Correlation Indicators EA,mq5,235,8576,15,0,iStochastic,4,0,1,4,no,no,no,NO_SL,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week7\(Jobot) Basic Correlation Indicators EA.mq5,correlation_pair
(Jobot) Basic Scalping and Trailing,mq4,222,8598,42,0,iATR;iFractals;iSAR,8,8,0,1,unknown,no,no,SL_UNKNOWN,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week4\(Jobot) Basic Scalping and Trailing.mq4,scalping
(Jobot) Basic Scalping and Trailing by Fractal,mq4,225,8691,44,0,iFractals;iSAR;iStdDev,8,8,0,1,unknown,no,no,SL_UNKNOWN,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week4\(Jobot) Basic Scalping and Trailing by Fractal.mq4,scalping
(Jobot) Billionaire News Nonfarm EA,mq4,318,11712,75,0,iATR;iSAR,12,0,1,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week4\(Jobot) Billionaire News Nonfarm EA.mq4,news+dashboard_tool
(Jobot) Bolinger Band Basic EA,mq4,174,6545,10,1,iBands,2,0,2,1,no,no,no,NO_SL,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week1\(Jobot) Bolinger Band Basic EA.mq4,reversion
(Jobot) Bolinger Band Basic EA reverse,mq4,176,6673,12,1,iBands,2,0,2,1,no,no,no,NO_SL,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week1\(Jobot) Bolinger Band Basic EA reverse.mq4,reversion
(Jobot) Bolinger Band Basic EA v2,mq4,176,6673,12,1,iBands,2,0,2,1,no,no,no,NO_SL,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week1\(Jobot) Bolinger Band Basic EA v2.mq4,reversion
(Jobot) Bucket of Trades,mq4,282,10724,26,0,,5,3,0,1,unknown,no,no,SL_UNKNOWN,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week2\(Jobot) Bucket of Trades.mq4,grid_basket
(Jobot) Cal 3 Arbitrage,mq5,344,12754,75,0,iATR,12,0,2,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week6\(Jobot) Cal 3 Arbitrage .mq5,correlation_pair
(Jobot) Cal 3 Arbitrage Fibo Series v3,mq5,348,12723,85,0,iATR,12,0,2,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week6\(Jobot) Cal 3 Arbitrage Fibo Series v3.mq5,harmonic_fib+correlation_pair
(Jobot) Cal 3 Arbitrage Plus Series,mq5,344,12805,67,0,iATR,12,0,2,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week6\(Jobot) Cal 3 Arbitrage Plus Series.mq5,correlation_pair
(Jobot) Cal 3 Arbitrage with Indicators,mq5,336,12556,76,0,iATR;iBearsPower;iBullsPower,12,0,2,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week6\(Jobot) Cal 3 Arbitrage with Indicators.mq5,correlation_pair
(Jobot) Cal 3 Arbitrage with Indicators,mq5,336,12955,76,17,iATR;iBearsPower;iBullsPower,12,0,2,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\jobot EA\(Jobot) Cal 3 Arbitrage with Indicators.mq5,correlation_pair
(Jobot) Calculate Lot from Drawdown,mq4,204,7539,25,0,,4,0,2,1,no,no,no,NO_SL,8,D:\EA_LAB\_intake_drop\Jobot example\EA Week3\(Jobot) Calculate Lot from Drawdown.mq4,unclassified
(Jobot) Calculate Lot from MACD,mq4,202,7443,23,0,iMACD,4,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,8,D:\EA_LAB\_intake_drop\Jobot example\EA Week3\(Jobot) Calculate Lot from MACD.mq4,indicator_generic
(Jobot) Calculate Lot from RSI,mq4,205,7584,25,0,iRSI,4,0,2,1,no,no,no,NO_SL,8,D:\EA_LAB\_intake_drop\Jobot example\EA Week3\(Jobot) Calculate Lot from RSI.mq4,reversion
(Jobot) Calculate Lot from SD,mq4,198,7271,21,0,iStdDev,4,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,8,D:\EA_LAB\_intake_drop\Jobot example\EA Week3\(Jobot) Calculate Lot from SD.mq4,indicator_generic
(Jobot) Candle body Scalping EA,mq5,289,11449,40,9,,4,0,1,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,4,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\EA_For_AIGen_Video\mt5\(Jobot) Candle body Scalping EA.mq5,scalping
(Jobot) Carry Trade Line v.1.8,mq4,345,13668,118,0,,0,0,0,0,no,no,no,WEBREQUEST,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week10\(Jobot) Carry Trade Line v.1.8.mq4,correlation_pair+dashboard_tool
(Jobot) Carry Trade Open Order,mq4,198,7428,18,0,,2,0,0,1,no,no,no,NO_SL,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week10\(Jobot) Carry Trade Open Order .mq4,correlation_pair
(Jobot) CCI Currencies Strength Carry Trade,mq5,645,25640,457,0,iCCI,2,0,1,4,unknown,no,no,SL_UNKNOWN,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week9\(Jobot) CCI Currencies Strength Carry Trade.mq5,correlation_pair
(Jobot) CCI Currencies Strength Carry Trade,mq5,652,26589,457,61,iCCI,2,0,1,4,unknown,no,no,SL_UNKNOWN,3,D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\jobot EA\(Jobot) CCI Currencies Strength Carry Trade.mq5,correlation_pair+news
(Jobot) CCI Currencies Strength ATR,mq5,641,25553,455,0,iATR;iCCI,2,0,1,4,unknown,no,no,SL_UNKNOWN,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week9\(Jobot) CCI Currencies Strength ATR.mq5,reversion
(Jobot) CCI Scalping,mq4,160,5973,6,0,iCCI,2,0,0,1,no,no,no,NO_SL,3,D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\EA Homeworks\Homework Week4\(Jobot) CCI Scalping.mq4,scalping
(Jobot) CCI Scalping,mq4,160,5973,6,0,iCCI,2,0,0,1,no,no,no,NO_SL,3,D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\EA Q_A\(Jobot) CCI Scalping.mq4,scalping
(Jobot) Classic Style Dashboard,mq4,449,16467,183,0,iMA,5,5,3,1,unknown,no,no,SL_UNKNOWN,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week10\(Jobot) Classic Style Dashboard.mq4,grid_basket+dashboard_tool
(Jobot) Close All Button,mq4,87,3251,4,1,,0,0,1,0,no,no,no,,7,D:\Forex\10_EA_PROJECTS\.Final EA\. MQL4\Experts\(Jobot) Close All Button.mq4,dashboard_tool
(Jobot) Close All Script,mq4,55,2042,2,1,,0,0,1,0,no,no,no,,7,D:\Forex\10_EA_PROJECTS\0. Jobot\(Jobot) Close All Script.mq4,dashboard_tool
(Jobot) Copy Hedge MT4,mq4,345,13207,145,0,,2,0,2,1,no,no,no,NO_SL,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week10\(Jobot) Copy Hedge MT4.mq4,grid_basket
(Jobot) Copy Trade Follow MT5,mq5,375,14233,145,0,,2,0,2,4,no,no,no,NO_SL,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week10\(Jobot) Copy Trade Follow MT5.mq5,unclassified
(Jobot) Copy Trade Hedge MT4 Suffix,mq4,470,18230,266,0,,4,0,4,1,no,no,no,NO_SL,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week10\(Jobot) Copy Trade Hedge MT4 Suffix.mq4,grid_basket
(Jobot) Copy Trade Hedge MT5,mq5,376,14233,145,0,,2,0,2,4,no,no,no,NO_SL,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week10\(Jobot) Copy Trade Hedge MT5.mq5,grid_basket
(Jobot) Correlation with CCI Martingale,mq5,251,9408,42,0,iCCI,4,0,4,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week7\(Jobot) Correlation with CCI Martingale.mq5,correlation_pair+grid_basket
(Jobot) Correlation with CCI Martingale,mq5,249,9708,42,10,iCCI,4,0,4,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\jobot EA\(Jobot) Correlation with CCI Martingale.mq5,correlation_pair+grid_basket
(Jobot) Correlation with CCI Plus Series,mq5,251,9401,42,0,iCCI,4,0,4,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week7\(Jobot) Correlation with CCI Plus Series.mq5,correlation_pair
(Jobot) Correlation with CCI Plus Series,mq5,249,9700,42,9,iCCI,4,0,4,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\jobot EA\(Jobot) Correlation with CCI Plus Series.mq5,correlation_pair
(Jobot) Correlation with MACD and ATR Martingale,mq5,253,9500,43,0,iATR;iMACD,4,0,4,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week7\(Jobot) Correlation with MACD and ATR Martingale.mq5,correlation_pair+grid_basket
(Jobot) Correlation with MACD and ATR Plus Series,mq5,253,9496,43,0,iATR;iMACD,4,0,4,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week7\(Jobot) Correlation with MACD and ATR Plus Series.mq5,correlation_pair
(Jobot) Correlation with MACD and ATR Plus Series,mq5,252,9796,43,10,iATR;iMACD,4,0,4,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\jobot EA\(Jobot) Correlation with MACD and ATR Plus Series.mq5,correlation_pair
(Jobot) Correlation with MACD and ATR Plus Series V2.1,mq5,344,13431,83,27,iATR;iMACD,4,0,8,4,unknown,yes,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,1,D:\Forex\10_EA_PROJECTS\1. review EA\0. Not work\(Jobot) Correlation with MACD and ATR Plus Series V2.1.mq5,correlation_pair+session_time
(Jobot) Dashboard Buy Sell Pending Calculation,mq4,305,11763,122,0,,5,5,0,1,yes,yes,no,,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week10\(Jobot) Dashboard Buy Sell Pending Calculation.mq4,dashboard_tool
(Jobot) EA News ForBacktest,mq5,441,16752,128,255,iSAR,8,6,1,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,4,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\EA_For_AIGen_Video\mt5\(Jobot) EA News ForBacktest.mq5,news+grid_basket
(Jobot) EA02 Awesome Oscillator,mq5,215,8329,20,6,iAO,2,0,0,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,4,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\EA_For_AIGen_Video\mt5\(Jobot) EA02 Awesome Oscillator.mq5,indicator_generic
(Jobot) EA03 Count MACD,mq5,244,9595,44,7,iMACD,2,0,3,4,no,no,no,NO_SL,4,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\EA_For_AIGen_Video\mt5\(Jobot) EA03 Count MACD.mq5,dashboard_tool
(Jobot) Each Symbol Drawdown,mq5,218,8126,12,0,,2,0,0,4,unknown,no,no,SL_UNKNOWN,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week10\(Jobot) Each Symbol Drawdown.mq5,unclassified
(Jobot) Elliott Wave 123 Dont care 45ABC v1,mq5,426,13699,59,0,iRSI,6,0,0,7,yes,yes,yes,LOT_ESCALATION;NO_CAP,3,D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\Elliot wave\(Jobot) Elliott Wave 123 Dont care 45ABC v1.mq5,elliott+harmonic_fib
(Jobot) Elliott Wave 123 Dont care 45ABC v1,mq4,275,10437,59,14,iRSI,6,0,0,1,yes,yes,yes,LOT_ESCALATION;NO_CAP,3,D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\jobot EA\(Jobot) Elliott Wave 123 Dont care 45ABC v1.mq4,elliott+harmonic_fib
(Jobot) Elliott Wave 14 Correction Price Action v1,mq5,704,23731,213,0,iMA,2,0,3,7,yes,yes,yes,LOT_ESCALATION;NO_CAP,3,D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\Elliot wave\(Jobot) Elliott Wave 14 Correction Price Action v1.mq5,elliott+harmonic_fib
(Jobot) Elliott Wave 5 Zone v1,mq5,579,20243,127,0,iCCI;iRSI,4,0,5,7,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP;WEBREQUEST,3,D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\Elliot wave\(Jobot) Elliott Wave 5 Zone v1.mq5,elliott
(Jobot) Elliott Wave 5 Zone v1 AAA,mq5,492,19487,159,22,iCCI;iRSI,6,0,6,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP;WEBREQUEST,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\0. Not work\(Jobot) Elliott Wave 5 Zone v1 AAA.mq5,elliott
(Jobot) Elliott Wave Complex v1.1,mq5,517,18117,272,0,iAO,0,0,0,2,no,no,no,,3,D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\Elliot wave\(Jobot) Elliott Wave Complex v1.1.mq5,elliott
(Jobot) Elliott Wave Hidden and Divergence v.1,mq5,517,17389,131,0,iRSI;iStochastic,4,0,4,7,unknown,no,no,SL_UNKNOWN,3,D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\Elliot wave\(Jobot) Elliott Wave Hidden and Divergence v.1.mq5,elliott+divergence
(Jobot) Elliott Wave Multiples Time Frame Trading,mq5,317,9846,16,0,,2,0,0,7,unknown,no,no,SL_UNKNOWN,3,D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\Elliot wave\(Jobot) Elliott Wave Multiples Time Frame Trading.mq5,elliott
(Jobot) EMA Recovery System,mq4,366,14377,83,9,iMA,10,0,1,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\jobot EA\(Jobot) EMA Recovery System.mq4,grid_basket
(Jobot) Fast Shot Arbitrage 10X,mq5,353,13562,140,0,,20,0,0,4,unknown,no,no,SL_UNKNOWN,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week6\(Jobot) Fast Shot Arbitrage 10X.mq5,correlation_pair
(Jobot) Fast Shot Arbitrage 10X,mq5,353,13959,140,26,,20,0,0,4,unknown,no,no,SL_UNKNOWN,3,D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\jobot EA\(Jobot) Fast Shot Arbitrage 10X.mq5,correlation_pair
(Jobot) Fibo Basic V1,mq4,256,9398,58,0,iCustom,12,0,4,1,no,no,no,NO_SL,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week8\(Jobot) Fibo Basic V1.mq4,harmonic_fib
(Jobot) Fibo Basic v2,mq4,255,9402,58,0,iCustom,12,0,4,1,no,no,no,NO_SL,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week8\(Jobot) Fibo Basic v2.mq4,harmonic_fib
(Jobot) Fibo Basic V2 Daily,mq4,255,9378,58,0,iCustom,12,0,4,1,no,no,no,NO_SL,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week8\(Jobot) Fibo Basic V2 Daily.mq4,harmonic_fib
(Jobot) Fibo Expansion Dow Theory,mq4,273,10066,44,0,iCustom;iHighest;iLowest,4,0,0,1,yes,yes,yes,LOT_ESCALATION;NO_CAP,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week8\(Jobot) Fibo Expansion Dow Theory.mq4,harmonic_fib
(Jobot) Fibo QM Advance,mq4,279,10347,71,0,iCustom,28,28,2,1,yes,yes,no,,5,D:\EA_LAB\_intake_drop\Jobot example\EA Week8\(Jobot) Fibo QM Advance.mq4,harmonic_fib
(Jobot) Fibo QM Advance  T5,mq5,435,16132,97,16,iSAR,34,28,2,4,yes,yes,no,,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\0. Not work\(Jobot) Fibo QM Advance  T5.mq5,harmonic_fib
(Jobot) Fibo QM Advance  ตามเจ้า  v6,mq5,436,16209,99,18,iMA;iSAR,34,28,4,4,yes,yes,no,,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\0. Not work\(Jobot) Fibo QM Advance  ตามเจ้า  v6.mq5,harmonic_fib
